schema_version,record_type,event_id,trace_id,run_id,occurred_at,generated_at_utc,domain,event_type,service.name,service.environment,service.instance_id,client.ip,client.user_agent,client.device_id,request.method,request.path,request.request_bytes,response.status_code,response.latency_ms,response.response_bytes,data.transaction_id,data.customer_id,data.account_id,data.channel,data.currency,data.risk_score,data.auth_method,data.login_result,data.amount,data.merchant_id,data.merchant_category,data.authorization_result,data.destination_bank,data.destination_account_token,data.transfer_result,data.balance
1.0,application_log,cddb4b59-d81c-45cc-8e0c-cc80901f7cdd,edf7f7f337434925ab88205b4d7f25d8,local-2482330003,2026-08-18T15:35:50.261+09:00,2026-08-18T06:35:50.261+00:00,finance,deposit,finance-api,simulation,sim-21,173.198.199.248,Mozilla/5.0 Safari/605.1 iPhone,567236dc0ee14a54,POST,/api/deposits,4166,202.0,-1329,3862,txn_2288abe0a0e347d984,cus_724170,acc_38762997,atm,KRW,20.07,,,358000.0,,,,,,,
1.0,application_log,64b64bd4-819e-44a1-a893-f75fdab1cad4,289d7c6fab234970aea6bdacc5074555,local-2482330003,2026-08-18T15:35:50.438+09:00,2026-08-18T06:35:50.439+00:00,finance,balance_inquiry,finance-api,simulation,sim-24,164.232.8.195,Mozilla/5.0 Chrome/151.0 Windows/10,ed19812fe2ac4046,GET,/api/accounts/balance,605,200.0,86,16452,txn_86fe6806ad6d4e5394,cus_292222,acc_19383869,open_api,KRW,10.97,,,48000.0,,,,,,,47092000.0
1.0,application_log,a89fcb25-1159-4a9e-8032-b097bf4610f5,ccb2ef81562c4cf3aecdc670e0b08428,local-2482330003,2026-08-18T15:35:50.792+09:00,2026-08-18T06:35:50.792+00:00,finance,account_login,finance-api,simulation,sim-01,73.53.157.216,WhitelabelApp/4.8.1 iOS,b968d32a8b934a85,POST,/api/auth/login,3650,200.0,92,7680,txn_912401661aa3444080,cus_305392,acc_41183220,open_api,KRW,15.27,password,success,,,,,,,,
1.0,application_log,0af51bf0-96bc-4d90-91c7-9599fc9f7063,012cb21422324d249c4b8a0ca8f0aec8,local-2482330003,2026-08-18T15:35:50.914+09:00,2026-08-18T06:35:50.914+00:00,finance,card_payment,finance-api,simulation,sim-18,207.196.81.64,WhitelabelApp/4.8.1 Android,573be74a7b41474e,POST,/api/cards/payments,1447,401.0,63,14246,txn_5bc255eca98a4edbab,cus_200071,acc_96021196,web,KRW,25.95,,,1188000.0,mrc_67737,shopping,timeout,,,,
1.0,application_log,4af4a978-3530-4db0-a6f1-4d09a614d34a,1cbc169b722e4f32bda916fad753fb04,local-2482330003,2026-08-18T15:35:50.944+09:00,2026-08-18T06:35:50.944+00:00,finance,withdrawal,finance-api,simulation,sim-11,153.80.197.128,WhitelabelApp/4.8.1 Android,27e90175fea840b8,POST,/api/withdrawals,465,202.0,63,574,txn_e21413993a8f41e19f,cus_248909,acc_18406143,web,KRW,36.63,,,594000.0,,,,,,,
1.0,application_log,d3d0b4f2-4771-4f0c-9140-df5731681dbe,a9bea962f1964d3c81e5b01501b18e10,local-2482330003,2026-08-18T15:35:51.219+09:00,2026-08-18T06:35:51.219+00:00,finance,card_payment,finance-api,simulation,sim-11,211.179.109.127,Mozilla/5.0 Chrome/151.0 Windows/10,645cf79a83674bc7,POST,/api/cards/payments,1075,201.0,213,11291,txn_bb7fb47fb5f1493daa,cus_110882,acc_24098785,mobile,KRW,3.68,,,753000.0,mrc_38822,grocery,approved,,,,
1.0,application_log,c4c7ada8-2670-4e80-9c24-e6a39de321fd,76a3606c105a42b4a773a701e7004224,local-2482330003,2026-08-18T15:35:51.256+09:00,2026-08-18T06:35:51.256+00:00,finance,deposit,finance-api,simulation,sim-15,78.81.245.18,Mozilla/5.0 Chrome/151.0 Android/15,41410ab2eb3a4501,POST,/api/deposits,1535,204.0,121,11698,txn_ff45c5d0be474088b4,cus_499363,acc_63263868,web,KRW,11.12,,,241000.0,,,,,,,
1.0,application_log,d24ea4c6-5ca4-4e4a-9ce4-278d660916cb,e8e0ea5afb3940889a959a9be7a5bf99,local-2482330003,2026-08-18T15:35:51.346+09:00,2026-08-18T06:35:51.346+00:00,finance,card_payment,finance-api,simulation,sim-20,167.181.130.42,Mozilla/5.0 Chrome/151.0 Android/15,654c90f00dfb42c5,POST,/api/cards/payments,1226,200.0,297,6659,txn_9f4a9f5dd74e46858e,cus_536588,acc_75281771,atm,KRW,10.24,,,1112000.0,mrc_67545,travel,approved,,,,
1.0,application_log,55863aa7-1cc4-423c-9d5d-c2cafe101203,08dbc3626dd6474abdf7c33eb57bebf8,local-2482330003,2026-08-18T15:35:51.380+09:00,2026-08-18T06:35:51.380+00:00,finance,account_login,finance-api,simulation,sim-02,164.157.85.182,Mozilla/5.0 Chrome/151.0 Windows/10,bd61dca8894342d0,POST,/api/auth/login,1983,200.0,106,9849,txn_07bed0f0c6d148a3ba,cus_960012,acc_79249981,open_api,KRW,12.74,otp,success,,,,,,,,
1.0,application_log,0efb5cfe-52ae-415e-93df-51a131f4f518,1621e9a18c7242a48ea14433082c3e3d,local-2482330003,2026-08-18T15:35:51.537+09:00,2026-08-18T06:35:51.537+00:00,finance,transfer,finance-api,simulation,sim-03,222.178.216.208,Mozilla/5.0 Chrome/151.0 Windows/10,85647a060ae8466e,POST,/api/transfers,2017,200.0,264,14036,txn_83ca9bd358bc4901a0,cus_676061,acc_37238504,web,KRW,32.0,,,1192000.0,,,,BANK-C,7cc12f700c3c4d,completed,
1.0,application_log,06bce217-9946-4fb4-a056-14c4582b1a5b,bf8be50cfa1442dca40fee7b195ca169,local-2482330003,2026-08-18T15:35:51.613+09:00,2026-08-18T06:35:51.613+00:00,finance,deposit,finance-api,simulation,sim-08,20.92.145.198,WhitelabelApp/4.8.1 Android,9ebef8532ead4166,POST,/api/deposits,2247,201.0,270,17251,txn_e5e20e751aa6424d81,cus_314457,acc_20262656,atm,KRW,11.93,,,11000.0,,,,,,,
1.0,application_log,772fa23d-c960-4197-b2c8-145cb0cd3add,e2783aa396024d35abae9a96e7969dfb,local-2482330003,2026-08-18T15:35:52.114+09:00,2026-08-18T06:35:52.114+00:00,finance,deposit,finance-api,simulation,sim-06,158.174.67.217,WhitelabelApp/4.8.1 iOS,0ee65c8dc6b243e7,POST,/api/deposits,2372,200.0,192,2190,txn_233f9ec1b80a4a12b7,cus_526118,acc_38588424,atm,KRW,2.48,,,1398000.0,,,,,,,
1.0,application_log,85bc9732-0a33-428b-a8c4-26ea288c7a97,d3dcd7a01183456e9e096497a97bfc94,local-2482330003,2026-08-18T15:35:52.144+09:00,2026-08-18T06:35:52.144+00:00,finance,balance_inquiry,finance-api,simulation,sim-12,195.111.220.55,Mozilla/5.0 Chrome/151.0 Android/15,04c05fda4e954417,GET,/api/accounts/balance,547,200.0,77,8244,txn_4425f407863b4588a6,cus_980836,acc_35295360,web,KRW,12.26,,,992000.0,,,,,,,39430000.0
1.0,application_log,b6e2ad74-ed03-4ba6-84b5-593edd4fbec2,610f3e97e6e64931823b0a5a2263af60,local-2482330003,2026-08-18T15:35:52.225+09:00,2026-08-18T06:35:52.225+00:00,finance,card_payment,finance-api,simulation,sim-19,24.137.146.153,WhitelabelApp/4.8.1 Android,8cc602cf03e048bc,POST,/api/cards/payments,4443,200.0,116,5238,txn_95de6724046d444182,cus_308325,acc_14082919,mobile,KRW,18.25,,,316000.0,mrc_54710,shopping,approved,,,,
1.0,application_log,39286537-04f4-4a51-9f91-a7361fe8d6ce,cb34a2a23ddb47d5b68e3b066cfe8949,local-2482330003,2026-08-18T15:35:52.273+09:00,2026-08-18T06:35:52.273+00:00,finance,card_payment,finance-api,simulation,sim-16,204.7.1.68,WhitelabelApp/4.8.1 iOS,f34384db53ff46ae,POST,/api/cards/payments,2932,201.0,252,15575,txn_dcfa9a7cb2e34033a3,cus_681585,acc_43463516,mobile,KRW,7.08,,,423000.0,mrc_65082,restaurant,approved,,,,
1.0,application_log,512065cf-65bb-4442-b4d2-4ac1741b3608,528ca06ff8d14affa45a348df8dac1cd,local-2482330003,2026-08-18T15:35:52.415+09:00,2026-08-18T06:35:52.415+00:00,finance,card_payment,finance-api,simulation,sim-18,60.130.20.153,WhitelabelApp/4.8.1 iOS,5204ef5000bb4d45,POST,/api/cards/payments,2811,201.0,199,12308,txn_345c26f18a7d4fefbc,cus_197973,acc_74682835,mobile,KRW,12.12,,,557000.0,mrc_35967,transport,approved,,,,
1.0,application_log,37de34c1-425e-4ef0-8922-f18fa2c0b1ba,f58bf95ee0ea4ef89100781c821e629a,local-2482330003,2026-08-18T15:35:52.653+09:00,2026-08-18T06:35:52.653+00:00,finance,balance_inquiry,finance-api,simulation,sim-04,175.234.101.77,Mozilla/5.0 Chrome/151.0 Android/15,8c29926c154c4ed6,GET,/api/accounts/balance,546,200.0,186,8398,txn_a680ed633acf474ab4,cus_662821,acc_63606738,mobile,KRW,7.98,,,682000.0,,,,,,,13063000.0
1.0,application_log,715fe23f-4a52-455a-a4e1-0812cec737f2,c2ef5eafda3e47648965a5dbc4cf6fd5,local-2482330003,2026-08-18T15:35:52.744+09:00,2026-08-18T06:35:52.744+00:00,finance,deposit,finance-api,simulation,sim-06,189.107.192.101,WhitelabelApp/4.8.1 iOS,73bba08f7ee74ac5,POST,/api/deposits,2393,200.0,131,10809,txn_ee0545eccbf8455581,cus_476944,acc_53061435,open_api,KRW,18.91,,,536000.0,,,,,,,
1.0,application_log,698ffc18-b6eb-4874-8be2-a42244c690bf,22e03c739f9d49bdb281116e038fc2b5,local-2482330003,2026-08-18T15:35:52.871+09:00,2026-08-18T06:35:52.871+00:00,finance,card_payment,finance-api,simulation,sim-03,220.229.183.99,Mozilla/5.0 Chrome/151.0 Windows/10,ac6c70ce6634413b,POST,/api/cards/payments,2204,200.0,191,17839,txn_17826f1e42684121bf,cus_205518,acc_28018003,open_api,KRW,12.57,,,1226000.0,mrc_52347,travel,approved,,,,
1.0,application_log,2addfc2b-ccc9-4f4b-8b14-801c383b48ec,e1b75fea350741de9bcf1349ce229b0f,local-2482330003,2026-08-18T15:35:52.928+09:00,2026-08-18T06:35:52.928+00:00,finance,balance_inquiry,finance-api,simulation,sim-12,167.162.66.247,WhitelabelApp/4.8.1 iOS,6150436184ed4814,GET,/api/accounts/balance,259,200.0,101,5383,txn_9df4d6a8d3db4cbaa6,cus_687976,acc_69666490,web,KRW,7.47,,,824000.0,,,,,,,25963000.0
1.0,application_log,b4e000ed-39bf-48c2-b8c8-ee6693a4fd18,9af6239a789848958dcc35c1ea0e7150,local-2482330003,2026-08-18T15:35:52.946+09:00,2026-08-18T06:35:52.946+00:00,finance,deposit,finance-api,simulation,sim-08,168.126.235.10,Mozilla/5.0 Chrome/151.0 Windows/10,b37c99b820364def,POST,/api/deposits,4762,400.0,116,736,txn_685bbb5e13ce49c5a0,cus_866413,acc_97148808,atm,KRW,42.76,,,900000.0,,,,,,,
1.0,application_log,6cd2ffb3-bc09-4fc2-b222-7cb6c56755e2,d0e84305ff2a478d8d294acaaae5087f,local-2482330003,2026-08-18T15:35:53.005+09:00,2026-08-18T06:35:53.005+00:00,finance,account_login,finance-api,simulation,sim-02,222.239.83.70,Mozilla/5.0 Safari/605.1 iPhone,b845e0822ff3426b,POST,/api/auth/login,616,200.0,148,5354,txn_27c60f8dfafc48e991,cus_329930,acc_99721286,mobile,KRW,15.48,password,success,,,,,,,,
1.0,application_log,b099fee5-ac42-49d3-a610-bb7463f612e2,2d0e9f5f1d0f409489e948299590c1d9,local-2482330003,2026-08-18T15:35:53.013+09:00,2026-08-18T06:35:53.013+00:00,finance,card_payment,finance-api,simulation,sim-21,14.115.243.170,Mozilla/5.0 Safari/605.1 iPhone,01ff3d3b9fb44e95,POST,/api/cards/payments,3603,202.0,153,13935,txn_cb8e1f67eb2c4c8594,cus_670888,acc_65029082,web,KRW,21.3,,,507000.0,mrc_91479,grocery,approved,,,,
1.0,application_log,64495477-098c-479b-8908-6dfc7e0a4989,bc4f46407a354f2488d19bcbd7263779,local-2482330003,2026-08-18T15:35:53.358+09:00,2026-08-18T06:35:53.358+00:00,finance,card_payment,finance-api,simulation,sim-16,170.233.161.57,Mozilla/5.0 Chrome/151.0 Windows/10,c94a6bb5390e407a,POST,/api/cards/payments,4491,202.0,130,14171,txn_bf4da699cb7a4df1a7,cus_529721,acc_37173174,atm,KRW,14.33,,,1177000.0,mrc_20635,restaurant,approved,,,,
1.0,application_log,9f229365-d97d-49d2-937b-f155d2aa00c3,95048033253f4c9b8ca4577a6b67c7c1,local-2482330003,2026-08-18T15:35:53.768+09:00,2026-08-18T06:35:53.768+00:00,finance,transfer,finance-api,simulation,sim-18,7.1.234.13,Mozilla/5.0 Chrome/151.0 Windows/10,8ab17601dcd84074,POST,/api/transfers,3872,200.0,188,1879,txn_e72f85dbffa243fc87,cus_264047,acc_81459238,atm,KRW,17.72,,,1016000.0,,,,BANK-C,b0be8b0089ca42,completed,
1.0,application_log,ff152b88-9c8c-4d9f-bd41-cefbf25216c4,8e83f11647f84cc09e8662f82a4d22d2,local-2482330003,2026-08-18T15:35:53.970+09:00,2026-08-18T06:35:53.970+00:00,finance,card_payment,finance-api,simulation,sim-23,174.161.214.131,Mozilla/5.0 Chrome/151.0 Android/15,fa07aad24e03470e,POST,/api/cards/payments,281,200.0,145,14735,txn_4e87c704f55a4c31a3,cus_141498,acc_21329464,web,KRW,15.29,,,968000.0,mrc_81658,restaurant,approved,,,,
1.0,application_log,1f3425a1-ff43-4da2-bd03-599983e870bc,e06f21b4df6545feab89d0fd0a0c9a98,local-2482330003,2026-08-18T15:35:53.991+09:00,2026-08-18T06:35:53.991+00:00,finance,card_payment,finance-api,simulation,sim-20,104.161.231.208,Mozilla/5.0 Safari/605.1 iPhone,a562c1e4e3c44992,POST,/api/cards/payments,1410,200.0,262,6460,txn_d753aa7076a14980ac,cus_942662,acc_62915207,web,KRW,13.61,,,1066000.0,mrc_42067,transport,approved,,,,
1.0,application_log,ef79f95b-a844-4624-b96a-47f56d8d732a,a4389a72d11347f59fdd72d732eb25d6,local-2482330003,2026-08-18T15:35:53.995+09:00,2026-08-18T06:35:53.995+00:00,finance,deposit,finance-api,simulation,sim-08,58.183.143.101,Mozilla/5.0 Chrome/151.0 Android/15,3c75714cc27247af,POST,/api/deposits,3698,202.0,243,9192,txn_9d19d300e560434a97,cus_949861,acc_88512471,web,KRW,16.13,,,1061000.0,,,,,,,
1.0,application_log,dc671660-6f74-4a00-9037-71b6c80210e7,1ca2308e11894566aedd1090f0f0dd0c,local-2482330003,2026-08-18T15:35:54.216+09:00,2026-08-18T06:35:54.216+00:00,finance,card_payment,finance-api,simulation,sim-09,147.109.61.48,Mozilla/5.0 Safari/605.1 iPhone,4e26d62f965c466f,POST,/api/cards/payments,3071,200.0,127,7312,txn_a9d99c7c48814de9ae,cus_275052,acc_87464381,mobile,KRW,4.36,,,17000.0,mrc_61489,restaurant,approved,,,,
1.0,application_log,9f24955e-7645-407b-9cba-b37519ed738b,a73dd1076fbe45f89c8bc41126f91e74,local-2482330003,2026-08-18T15:35:54.224+09:00,2026-08-18T06:35:54.224+00:00,finance,card_payment,finance-api,simulation,sim-01,167.135.222.139,WhitelabelApp/4.8.1 Android,0848b151d2e34773,POST,/api/cards/payments,2660,201.0,153,4883,txn_1979a145d506484287,cus_591501,acc_21974512,open_api,KRW,2.27,,,843000.0,mrc_98068,restaurant,approved,,,,
1.0,application_log,e9dc6a75-f7f5-4baf-b8a4-6ee134d9aabe,0e78d18a73a04bc996493a12907ea796,local-2482330003,2026-08-18T15:35:54.264+09:00,2026-08-18T06:35:54.264+00:00,finance,account_login,finance-api,simulation,sim-16,131.221.210.98,WhitelabelApp/4.8.1 iOS,6a12d512964140c5,POST,/api/auth/login,750,201.0,281,13628,txn_69bfe1af3ef0463d9a,cus_679879,acc_69934553,atm,KRW,10.83,certificate,success,,,,,,,,
1.0,application_log,01280bcc-d927-4a50-b733-9084e29f076d,f25fe3fc30ef4187a81f7feeb72ed6a7,local-2482330003,2026-08-18T15:35:54.526+09:00,2026-08-18T06:35:54.526+00:00,finance,account_login,finance-api,simulation,sim-16,73.253.123.96,Mozilla/5.0 Chrome/151.0 Windows/10,9d28d9148afd45de,POST,/api/auth/login,4011,202.0,64,6303,txn_a0719fbb6f644564b9,cus_794319,acc_65798605,atm,KRW,1.65,otp,success,,,,,,,,
1.0,application_log,45c2474b-bfa6-4181-8a29-db4e60cacf84,f6fa0dfe35574f358a2f99eaed2a1a6b,local-2482330003,2026-08-18T15:35:54.746+09:00,2026-08-18T06:35:54.746+00:00,finance,transfer,finance-api,simulation,sim-07,204.254.21.244,Mozilla/5.0 Safari/605.1 iPhone,560712347a3a48ff,POST,/api/transfers,1255,201.0,641,7821,txn_f001099d2f21467a94,cus_593161,acc_42071920,web,KRW,25.01,,,705000.0,,,,BANK-B,e3228ff2abc04b,completed,
1.0,application_log,27e5a580-2de2-41c9-9f34-76927d762e77,2f5532962cb24e01beb7b5488ba93170,local-2482330003,2026-08-18T15:35:54.765+09:00,2026-08-18T06:35:54.765+00:00,finance,account_login,finance-api,simulation,sim-12,109.212.18.215,Mozilla/5.0 Chrome/151.0 Windows/10,1525608cf0ae40ee,POST,/api/auth/login,1644,201.0,83,16096,txn_e011c163c2ed401683,cus_145006,acc_27559898,web,KRW,11.06,biometric,success,,,,,,,,
1.0,application_log,d61c607c-7968-420a-8e07-a05f6a69e23e,496ee10c72444e9a8a19ce6d296bf55c,local-2482330003,2026-08-18T15:35:54.777+09:00,2026-08-18T06:35:54.777+00:00,finance,balance_inquiry,finance-api,simulation,sim-10,162.123.213.72,Mozilla/5.0 Safari/605.1 iPhone,5c4847d87c364674,GET,/api/accounts/balance,365,200.0,126,695,txn_06b90185423c405d80,cus_820270,acc_31623129,mobile,KRW,21.08,,,1478000.0,,,,,,,622000.0
1.0,application_log,0e8c7e25-2114-4155-8352-adc1f17b8e66,ae4ab90202844e7c92b9643b109b522b,local-2482330003,2026-08-18T15:35:54.867+09:00,2026-08-18T06:35:54.867+00:00,finance,account_login,finance-api,simulation,sim-24,86.241.190.144,Mozilla/5.0 Safari/605.1 iPhone,4718da30a26e418f,POST,/api/auth/login,2309,200.0,131,4246,txn_dd469181b6854ec7ab,cus_621878,acc_59708021,web,KRW,4.64,password,success,,,,,,,,
1.0,application_log,fcba89bb-4fdf-4dee-a021-17d51ce99c71,5887971d2ca0457796e00e27d85c94c6,local-2482330003,2026-08-18T15:35:54.928+09:00,2026-08-18T06:35:54.928+00:00,finance,withdrawal,finance-api,simulation,sim-13,208.43.95.110,Mozilla/5.0 Safari/605.1 iPhone,44e0ec4c7023478a,POST,/api/withdrawals,2750,202.0,48,8537,txn_2c4df64a1c914dfdaf,cus_876711,acc_15915420,mobile,KRW,1.81,,,1109000.0,,,,,,,
1.0,application_log,b5bb380e-e74d-4991-95b0-95c0cc5220c9,c1d04c6fb67c4d91b8c9fabf32187267,local-2482330003,2026-08-18T15:35:55.109+09:00,2026-08-18T06:35:55.109+00:00,finance,transfer,finance-api,simulation,sim-17,82.194.93.27,WhitelabelApp/4.8.1 Android,6ee04df3216744ba,POST,/api/transfers,518,503.0,332,2266,txn_1be43526012c4314b1,cus_771275,acc_96308472,open_api,KRW,4.57,,,488000.0,,,,BANK-D,5833d3a9fafa44,rejected,
1.0,application_log,bc95b411-60bd-4d58-86b6-84707868a8f0,a42ca70d7c5f416088c4f76f318999f8,local-2482330003,2026-08-18T15:35:55.150+09:00,2026-08-18T06:35:55.150+00:00,finance,balance_inquiry,finance-api,simulation,sim-23,108.154.234.6,WhitelabelApp/4.8.1 iOS,b88321b267e9487a,GET,/api/accounts/balance,360,200.0,88,10184,txn_f1576acd9f844b1fa1,cus_856591,acc_61416232,web,KRW,20.14,,,771000.0,,,,,,,1021000.0
1.0,application_log,5574748d-76d3-4260-8b1a-25e078128b9a,525ceb1042874a99b139c7ebde8f3411,local-2482330003,2026-08-18T15:35:55.303+09:00,2026-08-18T06:35:55.303+00:00,finance,withdrawal,finance-api,simulation,sim-12,219.167.45.140,Mozilla/5.0 Safari/605.1 iPhone,ff4863656c924cbb,POST,/api/withdrawals,2517,200.0,112,15151,txn_26f9fec704bb4db98b,cus_879392,acc_71179932,mobile,KRW,13.21,,,975000.0,,,,,,,
1.0,application_log,391a070c-271d-4ddc-81a1-3634ad1136a0,7789073591e441a4af3c834b9bc98e72,local-2482330003,2026-08-18T15:35:55.509+09:00,2026-08-18T06:35:55.509+00:00,finance,card_payment,finance-api,simulation,sim-17,67.194.202.218,Mozilla/5.0 Chrome/151.0 Android/15,382311a37de94cc8,POST,/api/cards/payments,2073,200.0,284,17983,txn_9147311bf16c495b82,cus_469269,acc_61079534,atm,KRW,6.25,,,420000.0,mrc_38061,shopping,approved,,,,
1.0,application_log,1795cece-4842-4755-85e7-7b029a3fb8b3,60eeb57c85324abe8e6b1e9ec24e4c2c,local-2482330003,2026-08-18T15:35:55.913+09:00,2026-08-18T06:35:55.913+00:00,finance,withdrawal,finance-api,simulation,sim-02,179.124.93.49,Mozilla/5.0 Chrome/151.0 Android/15,8d89d822bef44c86,POST,/api/withdrawals,1574,201.0,133,12592,txn_7dc13cace2eb4f6680,cus_761030,acc_86249185,open_api,KRW,29.46,,,1450000.0,,,,,,,
1.0,application_log,f09c1e5c-6d9c-408e-a749-da25fbcf19f5,7e10d249aed141c798ba0f07c0b5792f,local-2482330003,2026-08-18T15:35:55.964+09:00,2026-08-18T06:35:55.964+00:00,finance,card_payment,finance-api,simulation,sim-06,210.235.243.81,WhitelabelApp/4.8.1 Android,964f2aff2fec4904,POST,/api/cards/payments,2360,200.0,209,13239,txn_a1fa610e8c5144c8a9,cus_477447,acc_61170794,web,KRW,17.99,,,697000.0,mrc_48209,grocery,approved,,,,
1.0,application_log,e95388aa-a249-4992-b612-6892cef61a74,39967f5587bd4710abd67c1ae8f8986a,local-2482330003,2026-08-18T15:35:56.166+09:00,2026-08-18T06:35:56.166+00:00,finance,transfer,finance-api,simulation,sim-07,174.9.222.28,WhitelabelApp/4.8.1 Android,44b5eba1f6274912,POST,/api/transfers,3718,201.0,263,1007,txn_55169fd4832e4b5989,cus_810735,acc_77269373,atm,KRW,16.23,,,691000.0,,,,BANK-B,a45dd644c8e949,completed,
1.0,application_log,001fa28f-d3c2-49db-93f0-a71d74cac3ca,3b8aa14f91d9410282f25527bf013647,local-2482330003,2026-08-18T15:35:56.193+09:00,2026-08-18T06:35:56.193+00:00,finance,balance_inquiry,finance-api,simulation,sim-17,58.123.71.95,Mozilla/5.0 Chrome/151.0 Android/15,29e5f4a22b5948c6,GET,/api/accounts/balance,502,200.0,175,6973,txn_bbb0337f6fc24adab7,cus_850846,acc_51802910,atm,KRW,15.46,,,1143000.0,,,,,,,17947000.0
1.0,application_log,40de7e20-95b8-4109-a2fd-80f61fcb481e,5d6df2eb3cf748eca87414d533493272,local-2482330003,2026-08-18T15:35:56.255+09:00,2026-08-18T06:35:56.255+00:00,finance,card_payment,finance-api,simulation,sim-19,119.185.68.80,Mozilla/5.0 Chrome/151.0 Android/15,22f7c631df7e4269,POST,/api/cards/payments,4611,201.0,137,3207,txn_9196ca9738dd412da5,cus_237469,acc_10359777,open_api,KRW,17.39,,,1482000.0,mrc_22312,subscription,approved,,,,
1.0,application_log,95203387-ce3f-4ab9-92f7-5f47c7af2924,933ae798cbf0430291c045bc69ea9489,local-2482330003,2026-08-18T15:35:56.368+09:00,2026-08-18T06:35:56.368+00:00,finance,card_payment,finance-api,simulation,sim-20,215.93.84.126,Mozilla/5.0 Safari/605.1 iPhone,bea2715c5edf45ff,POST,/api/cards/payments,471,204.0,309,610,txn_1ae3241221ce4524a5,cus_266024,acc_90271557,mobile,KRW,26.87,,,1378000.0,mrc_53978,transport,approved,,,,
1.0,application_log,f377738e-9923-4224-9d2e-06f765664f48,47fb59da08704d1aba7acda655d59929,local-2482330003,2026-08-18T15:35:56.826+09:00,2026-08-18T06:35:56.826+00:00,finance,transfer,finance-api,simulation,sim-02,154.29.89.82,WhitelabelApp/4.8.1 iOS,c39aee9bdc4e4483,POST,/api/transfers,546,201.0,277,7381,txn_224c9415c46342d593,cus_228267,acc_58807390,atm,KRW,19.54,,,775000.0,,,,BANK-C,1a97e13be2074b,completed,
1.0,application_log,89652271-b2b0-4883-a67c-57c17a8d0623,d0d7665c44954aef8033a2b90be5570e,local-2482330003,2026-08-18T15:35:56.850+09:00,2026-08-18T06:35:56.850+00:00,finance,transfer,finance-api,simulation,sim-16,157.85.246.135,Mozilla/5.0 Safari/605.1 iPhone,e6bd5694d8f84cd4,POST,/api/transfers,1876,200.0,396,9967,txn_282c6605c349473aad,cus_618113,acc_50801002,atm,KRW,8.07,,,512000.0,,,,BANK-C,a55742aa044849,completed,
1.0,application_log,3c06f95b-bb36-41a1-992b-e5b338a9d3e8,8e33a134b26546d2aa339dcd16b81c6b,local-2482330003,2026-08-18T15:35:57.298+09:00,2026-08-18T06:35:57.298+00:00,finance,transfer,finance-api,simulation,sim-19,168.42.224.116,WhitelabelApp/4.8.1 Android,3eaa1fdee7454926,POST,/api/transfers,2403,200.0,556,12609,txn_67a6d5115904487b89,cus_651335,acc_48240089,web,KRW,7.87,,,415000.0,,,,BANK-D,e4c7991075b14a,completed,
1.0,application_log,25213967-7c68-4ab0-8355-c4339863a968,964121e9360e41609636cf7461a6c14d,local-2482330003,2026-08-18T15:35:57.642+09:00,2026-08-18T06:35:57.642+00:00,finance,card_payment,finance-api,simulation,sim-18,65.246.182.36,WhitelabelApp/4.8.1 Android,35774d58a7b1490c,POST,/api/cards/payments,1280,200.0,194,17696,txn_7323de0b2c77485b9b,cus_741525,acc_62116793,mobile,KRW,4.99,,,1424000.0,mrc_36686,restaurant,approved,,,,
1.0,application_log,f288f7fc-4ffd-467d-90be-46cc8f4242b8,4479bd1396d34bf5ba08c67d698fc05b,local-2482330003,2026-08-18T15:35:57.716+09:00,2026-08-18T06:35:57.716+00:00,finance,balance_inquiry,finance-api,simulation,sim-02,62.76.113.178,WhitelabelApp/4.8.1 iOS,7f4c12ffaf514194,GET,/api/accounts/balance,388,200.0,64,5054,txn_862a4e6db1ad4eb7a9,cus_995111,acc_58047546,web,KRW,14.41,,,1251000.0,,,,,,,42984000.0
1.0,application_log,86f5b45d-fbe8-4ade-a94a-5023002b9bc9,44460ad665434594a2843f08ca7b304f,local-2482330003,2026-08-18T15:35:57.851+09:00,2026-08-18T06:35:57.851+00:00,finance,card_payment,finance-api,simulation,sim-05,57.147.56.128,Mozilla/5.0 Chrome/151.0 Windows/10,5336774700dc419f,POST,/api/cards/payments,3061,200.0,363,750,txn_a9018436558d4668b5,cus_140979,acc_75397821,web,KRW,20.88,,,798000.0,mrc_61712,travel,approved,,,,
1.0,application_log,5769e8b6-9ff8-49dc-84e6-a593ef422b35,c831e1d98cd948b285dcd2a7653568d6,local-2482330003,2026-08-18T15:35:58.220+09:00,2026-08-18T06:35:58.220+00:00,finance,balance_inquiry,finance-api,simulation,sim-21,189.86.193.31,Mozilla/5.0 Chrome/151.0 Windows/10,0e276195abad4aee,GET,/api/accounts/balance,617,200.0,94,5350,txn_61053457f74a4e639f,cus_805600,acc_70398467,web,KRW,30.46,,,1302000.0,,,,,,,42778000.0
1.0,application_log,0e5b650c-f4a1-421f-b410-03af38d3cbca,1e5bbacce8a54c9e9d5e287e0cfe4eef,local-2482330003,2026-08-18T15:35:58.233+09:00,2026-08-18T06:35:58.233+00:00,finance,balance_inquiry,finance-api,simulation,sim-05,218.16.81.176,Mozilla/5.0 Safari/605.1 iPhone,47a0978b3b0b4f14,GET,/api/accounts/balance,384,200.0,75,14680,txn_3cb6ce7187ec44bfba,cus_986694,acc_63211486,mobile,KRW,10.9,,,589000.0,,,,,,,2151000.0
